id,user_id,from_account_id,datetime,amount,currency,category,receiver,description
1811,79,122,2025-10-18 09:57:59.494893,21704.82,CNY,online_shopping,Wildberries,sneakers
2123,62,169,2025-10-18 09:56:48.715695,3008.47,CNY,transfer,,
2399,71,123,2025-10-18 09:58:39.269130,467021.6,KZT,recurring,Spotify,music subscription
2366,44,83,2025-10-18 09:56:30.620654,249766.56,KZT,clothes,H&M,shorts
594,10,129,2025-10-18 09:59:45.065655,102055.77,RUB,restaurants,Sakura Sushi,ramen
813,10,166,2025-10-18 09:58:39.621668,72425.95,KZT,recurring,GymPro,gym membership
1723,36,175,2025-10-18 09:57:32.176959,25752.51,RUB,online_shopping,AliExpress,LED strip
864,19,126,2025-10-18 09:59:35.381506,235874.21,KZT,groceries,Magnum,bread
388,94,20,2025-10-18 10:00:09.708775,28257.93,CNY,restaurants,CoffeeGo,croissant
1290,64,76,2025-10-18 10:00:10.020412,762.59,USD,online_shopping,AliExpress,phone case
1032,99,165,2025-10-18 09:58:30.683309,3158.32,EUR,entertainment,Netflix,monthly subscription
111,73,9,2025-10-18 09:59:28.437880,4645.47,CNY,recurring,KazakhTelecom,home internet
629,9,122,2025-10-18 09:58:19.923344,1662.07,CNY,clothes,LC Waikiki,scarf
591,37,186,2025-10-18 09:57:10.990819,27454.52,CNY,utilities,KazWater,water bill
935,48,4,2025-10-18 09:55:42.944535,103541.57,RUB,entertainment,Steam,game purchase
1604,66,81,2025-10-18 09:55:20.427104,212582.86,RUB,transport,AirAstana,plane ticket
2051,22,96,2025-10-18 09:55:54.517383,505.19,USD,transport,AirAstana,plane ticket
1875,76,8,2025-10-18 09:59:47.032568,2563.46,USD,entertainment,Spotify,premium subscription
1455,23,66,2025-10-18 09:54:58.761425,268925.65,KZT,restaurants,Sakura Sushi,miso soup
603,32,159,2025-10-18 09:55:24.085568,46883.07,RUB,restaurants,BurgerTime,burger
699,72,51,2025-10-18 09:57:30.531991,1584.3,EUR,online_shopping,AliExpress,keyboard
320,37,161,2025-10-18 09:58:30.241904,23024.94,CNY,clothes,LC Waikiki,hat
560,76,42,2025-10-18 09:56:24.051598,3149.55,USD,groceries,GreenMart,fruits
1508,65,133,2025-10-18 09:55:03.281059,19559.28,CNY,utilities,KazWater,water bill
2956,29,181,2025-10-18 09:55:28.618096,123061.62,RUB,groceries,SmallMart,cookies
1925,28,55,2025-10-18 09:59:19.235681,285587.14,KZT,transport,Yandex Go,taxi ride
290,27,53,2025-10-18 09:57:37.189293,285252.14,KZT,transfer,,
2213,94,82,2025-10-18 09:56:11.624975,1435.66,EUR,recurring,KazakhTelecom,home internet
2954,41,112,2025-10-18 09:57:29.661314,3836.25,CNY,transport,Yandex Go,taxi ride
1788,100,124,2025-10-18 09:57:36.113319,2406.23,EUR,online_shopping,Wildberries,sneakers
1612,84,98,2025-10-18 09:56:57.215562,779.76,EUR,online_shopping,Kaspi.kz,smartphone
731,79,126,2025-10-18 09:56:16.924603,260045.79,RUB,online_shopping,Kaspi.kz,laptop
1529,86,67,2025-10-18 09:57:34.620850,4153.59,USD,restaurants,CoffeeGo,cappuccino
246,35,78,2025-10-18 09:59:02.555774,147987.87,RUB,restaurants,BurgerTime,fries
1497,89,120,2025-10-18 09:54:50.368820,1256.19,EUR,clothes,H&M,t-shirt
2789,55,45,2025-10-18 09:58:11.605769,1260.15,USD,restaurants,BurgerTime,fries
2104,40,138,2025-10-18 09:58:32.912559,99226.92,RUB,transfer,,
956,10,30,2025-10-18 09:54:53.846893,4617.43,USD,recurring,KazakhTelecom,home internet
1003,47,112,2025-10-18 09:54:46.523476,2487.27,USD,restaurants,Sakura Sushi,sushi set
59,88,145,2025-10-18 09:58:56.018501,9730.09,CNY,utilities,KEGOC,electricity bill
359,6,119,2025-10-18 09:57:41.244014,84410.61,KZT,clothes,LC Waikiki,hat
1751,19,148,2025-10-18 09:59:33.144742,2532.36,EUR,online_shopping,Wildberries,sneakers
471,15,106,2025-10-18 09:54:44.086139,188.66,EUR,entertainment,Spotify,premium subscription
901,91,104,2025-10-18 09:59:51.242613,3950.34,USD,utilities,Beeline,mobile plan
387,41,67,2025-10-18 09:57:06.490122,37563.1,KZT,transport,Kaspi Red Transport,bus ticket
1532,74,100,2025-10-18 09:56:41.865623,280673.77,KZT,online_shopping,Wildberries,headphones
923,74,33,2025-10-18 09:57:09.829272,1045.33,EUR,transport,Yandex Go,taxi ride
719,67,174,2025-10-18 09:58:07.253788,26187.41,CNY,online_shopping,Kaspi.kz,smartphone
1646,49,112,2025-10-18 10:00:24.277712,69735.63,KZT,recurring,KazakhTelecom,home internet
1763,68,149,2025-10-18 09:55:39.352072,25329.76,CNY,clothes,H&M,hoodie
398,20,193,2025-10-18 09:54:39.147516,43310.8,KZT,utilities,Beeline,mobile plan
2939,2,136,2025-10-18 09:57:44.966022,2701.98,USD,transfer,,
2141,10,164,2025-10-18 09:56:11.993428,58081.56,KZT,recurring,Spotify,music subscription
678,96,28,2025-10-18 09:57:30.960007,10771.0,CNY,recurring,GymPro,gym membership
205,72,106,2025-10-18 10:00:00.618476,2231.36,EUR,transport,Kaspi Red Transport,bus ticket
1579,42,110,2025-10-18 09:55:53.291783,1791.93,USD,restaurants,BurgerTime,cola
2661,86,132,2025-10-18 09:58:56.268585,4576.28,USD,restaurants,BurgerTime,burger
405,12,100,2025-10-18 09:59:27.714170,11950.78,CNY,utilities,KazWater,water bill
2188,4,126,2025-10-18 09:59:45.559733,271754.41,RUB,groceries,GreenMart,fruits
648,48,119,2025-10-18 09:58:07.397695,165459.2,KZT,transport,Yandex Go,taxi ride
937,21,187,2025-10-18 09:55:01.738992,2915.78,EUR,clothes,Zara,shirt
697,44,22,2025-10-18 09:57:48.160254,2287.91,EUR,groceries,GreenMart,yogurt
958,98,88,2025-10-18 09:54:40.424554,3550.92,USD,groceries,GreenMart,vegetables
1012,20,192,2025-10-18 09:59:22.683053,253252.19,RUB,clothes,H&M,t-shirt
2159,79,65,2025-10-18 09:59:51.931290,294041.32,RUB,recurring,Magnum,monthly grocery delivery
298,51,56,2025-10-18 09:58:22.029928,3300.27,EUR,recurring,Beeline,mobile plan
1204,2,153,2025-10-18 09:59:51.749276,296646.81,KZT,online_shopping,AliExpress,phone case
2850,24,64,2025-10-18 09:58:24.970273,459216.14,KZT,utilities,Beeline,mobile plan
2011,45,18,2025-10-18 09:58:52.730418,261179.76,RUB,online_shopping,AliExpress,phone case
1971,64,162,2025-10-18 09:58:38.681743,1646.55,USD,recurring,Kaspi Red,loan payment
1275,83,170,2025-10-18 09:58:02.770303,195613.89,KZT,entertainment,Steam,game purchase
1906,5,38,2025-10-18 09:57:39.595625,29306.46,CNY,restaurants,CoffeeGo,croissant
2660,14,102,2025-10-18 09:59:40.342935,2139.06,EUR,transport,Kaspi Red Transport,bus ticket
485,18,184,2025-10-18 09:59:49.215146,432.31,EUR,online_shopping,Wildberries,clothes
155,20,106,2025-10-18 09:56:53.282364,2054.84,USD,recurring,Netflix,monthly subscription
1821,19,75,2025-10-18 09:55:12.168880,20566.47,CNY,utilities,Beeline,mobile plan
1966,69,14,2025-10-18 09:59:14.063309,237025.84,RUB,restaurants,BurgerTime,fries
1523,26,103,2025-10-18 09:56:05.738175,19435.01,RUB,utilities,Beeline,mobile plan
2598,79,89,2025-10-18 09:56:48.466008,4429.99,USD,restaurants,CoffeeGo,croissant
2361,59,157,2025-10-18 09:59:25.583779,4459.97,USD,online_shopping,Kaspi.kz,smartphone
1316,76,79,2025-10-18 09:59:15.436461,3011.09,EUR,restaurants,BurgerTime,cola
936,28,187,2025-10-18 09:57:58.933164,2967.4,EUR,clothes,H&M,hoodie
624,54,162,2025-10-18 09:59:32.310802,17170.55,CNY,restaurants,BurgerTime,burger
909,42,91,2025-10-18 09:55:17.084762,151119.44,RUB,clothes,H&M,t-shirt
931,75,135,2025-10-18 09:55:22.946857,3907.51,USD,entertainment,Netflix,monthly subscription
2435,42,54,2025-10-18 09:56:01.121157,2309.13,USD,transport,Yandex Go,taxi ride
2198,2,186,2025-10-18 09:59:25.462265,368383.51,KZT,utilities,Beeline,mobile plan
281,46,3,2025-10-18 09:55:06.260676,550.46,EUR,clothes,LC Waikiki,boots
2477,13,153,2025-10-18 09:55:34.253802,16864.3,CNY,restaurants,Sakura Sushi,sushi set
1267,65,12,2025-10-18 09:54:51.776174,111.74,EUR,recurring,GymPro,gym membership
1777,13,181,2025-10-18 09:58:50.797414,9559.94,CNY,transfer,,
580,28,131,2025-10-18 09:58:09.301410,3145.39,EUR,transfer,,
1243,67,151,2025-10-18 09:56:06.115920,22740.76,CNY,recurring,KazakhTelecom,home internet
1792,6,79,2025-10-18 09:54:59.564870,1642.2,EUR,transport,AirAstana,plane ticket
2063,97,185,2025-10-18 09:55:30.499589,262583.12,RUB,groceries,SmallMart,cheese
171,39,146,2025-10-18 09:58:31.628736,3263.66,CNY,utilities,KazWater,water bill
1152,95,72,2025-10-18 09:55:22.603095,433043.81,KZT,groceries,GreenMart,olive oil
2750,78,150,2025-10-18 09:54:44.786598,15.74,EUR,transport,Kaspi Red Transport,bus ticket
695,20,13,2025-10-18 09:57:54.301392,3884.31,EUR,transfer,,
763,95,54,2025-10-18 10:00:00.387542,29969.66,CNY,clothes,Zara,trousers
1347,1,80,2025-10-18 10:00:16.658040,295234.86,KZT,online_shopping,Kaspi.kz,laptop
1399,10,187,2025-10-18 09:58:42.704822,4724.61,USD,transport,AirAstana,plane ticket
1869,2,41,2025-10-18 09:54:39.613626,1904.61,EUR,utilities,Beeline,mobile plan
1304,71,187,2025-10-18 09:57:51.986183,1290.17,USD,recurring,Beeline,mobile plan
875,53,62,2025-10-18 09:59:01.621790,3054.64,USD,groceries,GreenMart,fruits
820,12,63,2025-10-18 09:58:18.660046,2524.5,EUR,restaurants,Sakura Sushi,miso soup
2140,81,178,2025-10-18 09:55:05.356560,171.99,EUR,recurring,YouTube Premium,monthly subscription
132,10,177,2025-10-18 09:55:49.728153,79461.18,KZT,clothes,H&M,hoodie
1054,17,144,2025-10-18 09:55:02.287039,290453.21,KZT,entertainment,Netflix,monthly subscription
2690,90,69,2025-10-18 09:58:34.757187,331953.27,KZT,utilities,KazWater,water bill
1692,34,168,2025-10-18 09:55:11.999482,16621.23,KZT,clothes,H&M,t-shirt
782,82,54,2025-10-18 09:55:38.215101,60246.6,RUB,entertainment,Steam,game purchase
1236,10,92,2025-10-18 09:58:17.204318,147611.65,KZT,transfer,,
2153,21,37,2025-10-18 09:54:42.961712,28927.09,CNY,groceries,Magnum,milk
2792,16,10,2025-10-18 09:58:41.317531,138.09,USD,clothes,LC Waikiki,scarf
1123,90,142,2025-10-18 09:59:33.811058,216493.16,RUB,utilities,KazWater,water bill
2810,99,142,2025-10-18 09:55:20.867193,410363.45,KZT,entertainment,Spotify,premium subscription
2332,62,158,2025-10-18 09:54:30.696861,26667.89,CNY,transport,Yandex Go,taxi ride
750,32,141,2025-10-18 09:58:12.104890,185967.84,RUB,transfer,,
885,96,174,2025-10-18 09:56:25.496601,69095.96,RUB,restaurants,CoffeeGo,latte
2136,23,100,2025-10-18 09:59:02.015860,1862.06,USD,clothes,Zara,coat
69,50,73,2025-10-18 09:59:10.961719,217147.72,RUB,transport,Kaspi Red Transport,bus ticket
1314,99,24,2025-10-18 09:58:38.420701,1593.68,EUR,restaurants,Sakura Sushi,sushi set
2557,46,81,2025-10-18 09:56:31.888561,2690.35,EUR,transfer,,
1959,95,52,2025-10-18 10:00:08.092357,199306.8,RUB,clothes,LC Waikiki,scarf
2752,93,29,2025-10-18 09:55:38.304460,2454.19,USD,utilities,KEGOC,electricity bill
1251,23,9,2025-10-18 09:55:02.503134,14683.97,CNY,transport,Yandex Go,taxi ride
262,72,149,2025-10-18 09:57:11.688991,6669.9,CNY,utilities,KazWater,water bill
1598,97,150,2025-10-18 09:59:46.156038,2549.43,EUR,restaurants,Sakura Sushi,miso soup
2163,30,103,2025-10-18 09:56:09.924795,4201.48,USD,utilities,KEGOC,electricity bill
744,79,41,2025-10-18 09:59:08.418329,2203.63,EUR,groceries,Magnum,apples
2383,42,44,2025-10-18 09:58:23.194537,154022.45,RUB,groceries,GreenMart,vegetables
911,68,32,2025-10-18 09:58:58.184541,2840.75,EUR,transfer,,
1103,93,183,2025-10-18 09:56:45.742319,3839.41,EUR,utilities,KazWater,water bill
2144,51,52,2025-10-18 09:56:56.920413,277597.62,KZT,recurring,Kaspi Insurance,car insurance
2407,19,196,2025-10-18 09:59:28.034979,470.48,USD,clothes,H&M,hoodie
1917,2,88,2025-10-18 09:55:47.988171,95960.88,RUB,recurring,YouTube Premium,monthly subscription
1992,15,121,2025-10-18 10:00:06.207606,4404.84,USD,restaurants,CoffeeGo,croissant
445,52,110,2025-10-18 09:58:17.841485,1536.35,EUR,groceries,GreenMart,fruits
461,15,147,2025-10-18 09:57:16.264244,600.83,EUR,restaurants,Sakura Sushi,sushi set
2483,37,84,2025-10-18 10:00:19.440049,3560.44,USD,transport,AirAstana,plane ticket
1088,84,123,2025-10-18 10:00:22.274644,2768.77,EUR,recurring,Beeline,mobile plan
1905,94,135,2025-10-18 10:00:25.951277,13779.67,CNY,restaurants,CoffeeGo,cappuccino
2623,99,129,2025-10-18 09:56:33.305689,170887.51,RUB,online_shopping,Wildberries,clothes
998,89,17,2025-10-18 09:55:43.189384,34429.94,RUB,transport,Yandex Go,taxi ride
1198,75,32,2025-10-18 09:56:52.386567,487275.53,KZT,groceries,SmallMart,cheese
2969,30,166,2025-10-18 09:55:44.853422,3988.26,USD,transfer,,
1457,27,114,2025-10-18 09:59:02.980383,1624.69,USD,online_shopping,AliExpress,keyboard
1346,74,95,2025-10-18 09:58:59.965800,4267.38,USD,clothes,LC Waikiki,boots
81,33,14,2025-10-18 09:54:58.084572,3497.1,EUR,transfer,,
1647,60,91,2025-10-18 10:00:05.212785,1868.88,EUR,clothes,H&M,t-shirt
774,97,79,2025-10-18 09:59:57.364698,212981.02,RUB,entertainment,Steam,game purchase
1735,57,29,2025-10-18 09:56:59.972950,2369.63,CNY,online_shopping,Kaspi.kz,TV
1582,50,73,2025-10-18 09:54:29.391069,6404.65,CNY,online_shopping,Wildberries,headphones
507,23,175,2025-10-18 09:56:35.556914,93894.8,KZT,transport,AirAstana,plane ticket
1095,7,86,2025-10-18 09:55:48.658675,51780.43,KZT,clothes,H&M,hoodie
2578,6,100,2025-10-18 10:00:02.585551,283641.31,RUB,clothes,Zara,trousers
1379,89,26,2025-10-18 09:59:34.704803,118931.63,KZT,online_shopping,Wildberries,sneakers
62,48,74,2025-10-18 09:57:20.448548,322510.9,KZT,restaurants,Sakura Sushi,miso soup
1244,41,49,2025-10-18 09:55:16.702522,3081.67,EUR,clothes,Zara,belt
2762,12,78,2025-10-18 09:59:40.382308,2392.45,USD,transfer,,
2378,40,43,2025-10-18 09:55:16.234080,2050.03,CNY,restaurants,Sakura Sushi,sushi set
2391,10,154,2025-10-18 09:58:24.284343,252599.61,RUB,restaurants,Sakura Sushi,ramen
2611,63,161,2025-10-18 09:56:57.588370,1700.77,EUR,transfer,,
2847,80,17,2025-10-18 09:57:24.388548,150299.89,KZT,online_shopping,Wildberries,headphones
1573,25,65,2025-10-18 09:56:42.863756,993.39,USD,entertainment,Steam,game purchase
1273,20,113,2025-10-18 09:55:57.772425,53464.27,RUB,groceries,GreenMart,fruits
9,82,96,2025-10-18 09:56:58.358430,337580.86,KZT,recurring,Netflix,monthly subscription
1364,32,9,2025-10-18 10:00:15.222032,120807.28,KZT,recurring,Beeline,mobile plan
886,13,61,2025-10-18 09:55:58.296950,3480.2,EUR,clothes,Zara,shirt
63,65,99,2025-10-18 09:59:09.086134,2323.42,EUR,groceries,SmallMart,pasta
1896,55,137,2025-10-18 09:59:57.563726,3481.91,EUR,restaurants,BurgerTime,burger
2025,23,45,2025-10-18 09:56:15.167101,28960.74,CNY,transport,Kaspi Red Transport,bus ticket
2041,59,160,2025-10-18 09:59:49.311177,163809.24,RUB,restaurants,Sakura Sushi,ramen
2092,57,107,2025-10-18 09:56:59.707547,16559.22,CNY,online_shopping,Kaspi.kz,smartphone
1824,40,180,2025-10-18 09:59:26.499208,1000.34,USD,restaurants,Sakura Sushi,ramen
86,92,167,2025-10-18 09:57:46.408316,237435.05,RUB,transport,Yandex Go,taxi ride
919,59,78,2025-10-18 09:55:58.087554,4002.03,CNY,entertainment,Netflix,monthly subscription
772,88,85,2025-10-18 09:56:21.950936,19957.29,RUB,transport,Kaspi Red Transport,bus ticket
1839,72,112,2025-10-18 09:58:58.308241,53485.92,RUB,utilities,KazWater,water bill
625,44,59,2025-10-18 09:57:51.902492,95131.78,RUB,entertainment,Spotify,premium subscription
2760,27,187,2025-10-18 09:58:30.320645,26961.27,CNY,restaurants,BurgerTime,burger
2717,18,127,2025-10-18 09:57:30.850526,153111.49,RUB,entertainment,Spotify,premium subscription
2786,29,180,2025-10-18 09:58:31.387544,9811.66,RUB,groceries,Magnum,milk
1374,6,33,2025-10-18 09:58:39.834776,6226.59,CNY,transport,Yandex Go,taxi ride
1485,45,93,2025-10-18 10:00:26.824766,1477.01,USD,transport,AirAstana,plane ticket
2588,29,37,2025-10-18 09:54:46.485778,45483.78,KZT,recurring,Kaspi Red,loan payment
2819,79,115,2025-10-18 09:55:13.364657,33964.3,KZT,entertainment,Netflix,monthly subscription
1976,13,114,2025-10-18 09:55:32.126587,191401.1,RUB,transfer,,
1813,89,145,2025-10-18 09:55:28.174993,12225.7,CNY,groceries,SmallMart,cookies
1272,16,137,2025-10-18 09:55:59.611906,677.97,EUR,groceries,GreenMart,olive oil
1406,7,109,2025-10-18 09:55:36.305541,1519.48,EUR,utilities,KEGOC,electricity bill
1538,25,174,2025-10-18 09:58:52.135498,28655.38,CNY,utilities,KazWater,water bill
102,100,13,2025-10-18 09:57:12.259605,82037.66,RUB,utilities,KazWater,water bill
2984,73,47,2025-10-18 09:57:51.897693,297236.28,KZT,transfer,,
1972,83,77,2025-10-18 10:00:03.384275,260191.56,RUB,online_shopping,Kaspi.kz,laptop
2705,26,134,2025-10-18 09:54:47.307959,174634.89,RUB,entertainment,Netflix,monthly subscription
10,79,57,2025-10-18 09:55:04.647789,317884.26,KZT,recurring,Beeline,mobile plan
42,28,97,2025-10-18 09:56:27.281439,1817.31,EUR,transport,Kaspi Red Transport,bus ticket
1765,56,133,2025-10-18 09:59:02.773599,172583.83,RUB,utilities,KEGOC,electricity bill
473,67,134,2025-10-18 09:57:34.538092,2902.5,CNY,online_shopping,Kaspi.kz,laptop
967,92,50,2025-10-18 09:59:42.063303,51614.86,RUB,transfer,,
161,37,32,2025-10-18 09:57:00.139698,20314.84,CNY,clothes,H&M,hoodie
2129,68,11,2025-10-18 09:59:12.158230,4734.17,USD,entertainment,Spotify,premium subscription
570,100,174,2025-10-18 09:57:32.152068,2090.57,EUR,utilities,KEGOC,electricity bill
579,95,36,2025-10-18 09:57:47.592896,374033.19,KZT,recurring,YouTube Premium,monthly subscription
1845,92,121,2025-10-18 09:59:27.934040,18985.59,CNY,recurring,YouTube Premium,monthly subscription
2843,81,105,2025-10-18 09:56:13.634960,162831.64,RUB,transport,Yandex Go,taxi ride
1093,3,30,2025-10-18 09:56:58.014861,4512.56,USD,recurring,Magnum,monthly grocery delivery
788,7,23,2025-10-18 09:56:13.041489,1570.71,EUR,recurring,KEGOC,electricity bill
1390,68,187,2025-10-18 09:56:54.817077,176689.23,RUB,recurring,Spotify,music subscription
2905,65,74,2025-10-18 09:56:51.842657,27154.84,CNY,clothes,H&M,t-shirt
339,99,199,2025-10-18 09:59:29.643138,3663.65,USD,transfer,,
492,50,108,2025-10-18 10:00:01.751768,27481.51,CNY,online_shopping,Kaspi.kz,laptop
336,6,103,2025-10-18 09:59:32.994220,438557.12,KZT,entertainment,Steam,game purchase
2271,48,56,2025-10-18 10:00:28.088876,4854.85,USD,utilities,KEGOC,electricity bill
849,99,111,2025-10-18 09:56:51.918047,3071.76,USD,restaurants,CoffeeGo,croissant
2454,39,167,2025-10-18 09:57:06.577226,408459.77,KZT,entertainment,Steam,game purchase
563,58,156,2025-10-18 09:57:44.181690,3469.87,EUR,transport,Yandex Go,taxi ride
565,22,186,2025-10-18 09:59:35.490338,276713.35,RUB,restaurants,BurgerTime,fries
1854,53,45,2025-10-18 09:59:21.588953,155926.68,KZT,transfer,,
2024,77,54,2025-10-18 09:59:33.474494,111574.04,RUB,clothes,Zara,belt
1076,73,154,2025-10-18 09:58:06.584552,365.44,EUR,clothes,H&M,shorts
1559,4,191,2025-10-18 09:55:13.725384,4917.15,USD,utilities,KEGOC,electricity bill
853,91,198,2025-10-18 10:00:02.374291,1915.17,EUR,clothes,LC Waikiki,scarf
835,68,175,2025-10-18 09:56:24.620373,49133.48,KZT,transfer,,
1526,8,93,2025-10-18 09:58:17.105995,3914.35,EUR,online_shopping,Wildberries,clothes
2214,39,196,2025-10-18 09:56:48.163641,1257.33,EUR,online_shopping,Wildberries,headphones
969,91,122,2025-10-18 09:56:44.232392,209470.06,RUB,transport,Kaspi Red Transport,bus ticket
713,13,81,2025-10-18 09:57:29.028045,3467.76,EUR,transfer,,
1565,81,20,2025-10-18 09:58:36.893077,3438.25,USD,clothes,H&M,shorts
329,34,183,2025-10-18 09:55:33.894652,18844.61,CNY,recurring,Magnum,monthly grocery delivery
1706,78,168,2025-10-18 09:54:39.568250,4990.45,USD,transport,AirAstana,plane ticket
1064,96,131,2025-10-18 09:57:50.186172,169017.89,RUB,online_shopping,AliExpress,phone case
642,55,161,2025-10-18 09:56:16.076194,2585.47,USD,entertainment,Steam,game purchase
571,30,124,2025-10-18 09:55:12.690484,1405.32,EUR,restaurants,CoffeeGo,latte
1038,41,116,2025-10-18 09:59:00.589795,3494.66,EUR,transport,Kaspi Red Transport,bus ticket
1513,36,148,2025-10-18 09:59:41.137133,106075.21,RUB,restaurants,BurgerTime,cola
72,17,172,2025-10-18 09:57:13.895308,2848.92,CNY,clothes,LC Waikiki,hat
2953,14,142,2025-10-18 09:58:06.515953,204336.48,RUB,utilities,KazWater,water bill
490,100,46,2025-10-18 09:57:27.633162,5250.83,CNY,transport,Yandex Go,taxi ride
184,65,52,2025-10-18 09:54:45.350250,16122.97,CNY,transport,Kaspi Red Transport,bus ticket
2197,23,96,2025-10-18 09:56:07.631899,77426.06,KZT,online_shopping,Wildberries,clothes
557,24,41,2025-10-18 09:55:00.604667,180645.88,RUB,restaurants,Sakura Sushi,sushi set
269,21,85,2025-10-18 09:57:31.544414,12819.76,CNY,recurring,Kaspi Insurance,car insurance
2195,25,126,2025-10-18 09:59:59.491185,80075.09,RUB,recurring,Spotify,music subscription
1840,94,109,2025-10-18 09:55:58.946946,3086.79,USD,online_shopping,Kaspi.kz,laptop
2283,59,121,2025-10-18 09:59:55.349542,4958.65,CNY,utilities,Beeline,mobile plan
649,100,101,2025-10-18 09:56:21.529700,271824.38,KZT,transport,Yandex Go,taxi ride
2105,53,37,2025-10-18 09:58:12.298321,29406.35,CNY,utilities,KEGOC,electricity bill
1798,3,194,2025-10-18 09:57:05.593836,3120.5,CNY,clothes,H&M,t-shirt
160,89,181,2025-10-18 09:55:46.447837,1271.58,EUR,utilities,Beeline,mobile plan
21,23,29,2025-10-18 09:57:45.007710,66335.71,KZT,utilities,KEGOC,electricity bill
1554,94,45,2025-10-18 09:58:34.718693,3617.16,EUR,transfer,,
340,98,63,2025-10-18 09:59:47.125580,36.86,USD,clothes,Zara,coat
891,98,88,2025-10-18 09:56:17.700502,4432.61,USD,transport,AirAstana,plane ticket
2657,38,79,2025-10-18 09:55:05.892802,177807.25,RUB,transport,AirAstana,plane ticket
2940,72,134,2025-10-18 09:55:31.585934,3593.48,CNY,transfer,,
2118,65,39,2025-10-18 09:59:29.278923,126.21,EUR,groceries,GreenMart,vegetables
108,36,164,2025-10-18 09:55:23.950013,37983.06,KZT,clothes,H&M,shorts
1681,95,42,2025-10-18 09:58:40.523317,3256.28,EUR,online_shopping,Wildberries,headphones
2693,33,47,2025-10-18 09:57:33.984867,11825.54,CNY,clothes,Zara,coat
807,52,33,2025-10-18 09:57:08.255400,18816.93,RUB,transfer,,
2143,37,138,2025-10-18 09:56:32.792904,85482.98,RUB,entertainment,Netflix,monthly subscription
1673,34,34,2025-10-18 09:55:42.151098,176696.74,RUB,utilities,Beeline,mobile plan
2172,20,106,2025-10-18 09:56:05.991193,140627.07,RUB,transport,Kaspi Red Transport,bus ticket
271,95,158,2025-10-18 09:57:48.553894,2250.63,USD,clothes,H&M,t-shirt
1161,53,174,2025-10-18 10:00:25.483891,299.27,USD,utilities,KEGOC,electricity bill
197,5,115,2025-10-18 09:58:42.321655,20177.11,CNY,groceries,Magnum,milk
2769,93,88,2025-10-18 09:58:21.762017,22810.56,CNY,online_shopping,Wildberries,headphones
1110,20,177,2025-10-18 10:00:16.942976,18148.47,CNY,restaurants,Sakura Sushi,sushi set
420,31,96,2025-10-18 09:54:46.189801,2378.2,EUR,transport,Kaspi Red Transport,bus ticket
2419,54,146,2025-10-18 09:56:15.326432,89795.45,RUB,online_shopping,Wildberries,headphones
2687,92,40,2025-10-18 10:00:16.144336,1603.98,USD,online_shopping,Kaspi.kz,TV
2389,83,134,2025-10-18 10:00:27.084884,235936.78,RUB,clothes,H&M,shorts
2682,65,118,2025-10-18 09:58:22.147659,347792.54,KZT,recurring,Spotify,music subscription
558,54,85,2025-10-18 09:58:34.494534,241017.57,KZT,recurring,Magnum,monthly grocery delivery
2640,25,157,2025-10-18 09:59:34.028393,247085.81,RUB,groceries,Magnum,milk
2096,69,149,2025-10-18 09:59:46.395393,487.62,USD,transfer,,
2102,9,185,2025-10-18 09:59:53.163822,170969.11,RUB,groceries,GreenMart,yogurt
900,74,192,2025-10-18 09:57:29.907370,781.18,CNY,recurring,Magnum,monthly grocery delivery
365,3,98,2025-10-18 10:00:09.966861,143957.36,RUB,recurring,KazakhTelecom,home internet
941,26,48,2025-10-18 09:57:33.769223,1161.41,EUR,recurring,Netflix,monthly subscription
1566,58,42,2025-10-18 09:55:16.488711,1497.28,USD,transport,AirAstana,plane ticket
496,87,34,2025-10-18 09:54:57.413722,2521.95,USD,utilities,Beeline,mobile plan
2465,9,200,2025-10-18 09:59:16.963675,289546.59,RUB,restaurants,CoffeeGo,cappuccino
1601,32,169,2025-10-18 09:59:00.136808,3476.35,USD,restaurants,CoffeeGo,latte
2016,65,149,2025-10-18 09:57:45.568628,3695.03,CNY,online_shopping,Wildberries,sneakers
824,8,162,2025-10-18 09:55:05.196166,2314.67,EUR,groceries,GreenMart,olive oil
1691,40,103,2025-10-18 09:58:55.636945,1746.61,CNY,restaurants,Sakura Sushi,ramen
501,27,193,2025-10-18 09:54:57.824808,1017.58,CNY,recurring,Spotify,music subscription
2784,56,110,2025-10-18 09:57:04.889013,720.29,CNY,online_shopping,Wildberries,clothes
2455,1,136,2025-10-18 09:58:12.850532,207.52,USD,recurring,Kaspi Insurance,car insurance
1754,89,43,2025-10-18 09:54:31.868902,66622.69,KZT,transfer,,
1333,6,189,2025-10-18 09:56:38.430618,203411.03,RUB,online_shopping,AliExpress,LED strip
726,24,7,2025-10-18 09:56:16.724363,18527.55,CNY,online_shopping,AliExpress,phone case
2201,24,24,2025-10-18 09:55:13.594229,2418.65,KZT,online_shopping,Wildberries,clothes
1991,8,164,2025-10-18 09:57:52.598089,82886.26,RUB,utilities,KazWater,water bill
1586,16,116,2025-10-18 09:58:33.793781,3009.15,USD,clothes,Zara,shirt
2822,81,170,2025-10-18 09:57:42.374738,28613.91,RUB,transfer,,
518,42,132,2025-10-18 09:59:17.394551,474131.8,KZT,transport,AirAstana,plane ticket
361,24,71,2025-10-18 09:59:20.104594,133858.83,RUB,transport,Yandex Go,taxi ride
